cohort,repo,file,time_days,event_observed
nonml,pigar,pigar/dist.py,1072,0
nonml,pigar,pigar/parser.py,870,0
nonml,pigar,pigar/_vendor/distlib/__init__.py,0,0
nonml,pigar,pigar/_vendor/distlib/compat.py,0,0
nonml,pigar,pigar/_vendor/distlib/locators.py,0,0
nonml,pigar,pigar/_vendor/distlib/metadata.py,0,0
nonml,pigar,pigar/_vendor/distlib/resources.py,0,0
nonml,pigar,pigar/_vendor/distlib/util.py,0,0
nonml,pigar,pigar/_vendor/pip/__init__.py,1072,0
nonml,pigar,pigar/_vendor/pip/__pip-runner__.py,1072,0
nonml,pigar,pigar/_vendor/pip/_internal/__init__.py,1072,0
nonml,pigar,pigar/_vendor/pip/_internal/build_env.py,0,1
nonml,pigar,pigar/_vendor/pip/_internal/cache.py,1072,0
nonml,pigar,pigar/_vendor/pip/_internal/cli/__init__.py,1072,0
nonml,pigar,pigar/_vendor/pip/_internal/cli/autocompletion.py,1072,0
nonml,pigar,pigar/_vendor/pip/_internal/cli/base_command.py,0,0
nonml,pigar,pigar/_vendor/pip/_internal/cli/cmdoptions.py,0,1
nonml,pigar,pigar/_vendor/pip/_internal/cli/index_command.py,492,0
nonml,pigar,pigar/_vendor/pip/_internal/cli/main.py,1072,0
nonml,pigar,pigar/_vendor/pip/_internal/cli/main_parser.py,1072,0
nonml,pigar,pigar/_vendor/pip/_internal/cli/parser.py,1072,0
nonml,pigar,pigar/_vendor/pip/_internal/cli/progress_bars.py,0,0
nonml,pigar,pigar/_vendor/pip/_internal/cli/req_command.py,0,0
nonml,pigar,pigar/_vendor/pip/_internal/cli/spinners.py,0,0
nonml,pigar,pigar/_vendor/pip/_internal/commands/__init__.py,1072,0
nonml,pigar,pigar/_vendor/pip/_internal/commands/cache.py,1072,0
nonml,pigar,pigar/_vendor/pip/_internal/commands/completion.py,1072,0
nonml,pigar,pigar/_vendor/pip/_internal/commands/configuration.py,1072,0
nonml,pigar,pigar/_vendor/pip/_internal/commands/debug.py,1072,0
nonml,pigar,pigar/_vendor/pip/_internal/commands/download.py,1072,0
nonml,pigar,pigar/_vendor/pip/_internal/commands/freeze.py,1072,0
nonml,pigar,pigar/_vendor/pip/_internal/commands/hash.py,1072,0
nonml,pigar,pigar/_vendor/pip/_internal/commands/index.py,1072,0
nonml,pigar,pigar/_vendor/pip/_internal/commands/inspect.py,1072,0
nonml,pigar,pigar/_vendor/pip/_internal/commands/install.py,1072,0
nonml,pigar,pigar/_vendor/pip/_internal/commands/list.py,1072,0
nonml,pigar,pigar/_vendor/pip/_internal/commands/lock.py,0,0
nonml,pigar,pigar/_vendor/pip/_internal/commands/search.py,1072,0
nonml,pigar,pigar/_vendor/pip/_internal/commands/show.py,492,0
nonml,pigar,pigar/_vendor/pip/_internal/commands/uninstall.py,1072,0
nonml,pigar,pigar/_vendor/pip/_internal/commands/wheel.py,1072,0
nonml,pigar,pigar/_vendor/pip/_internal/configuration.py,1072,0
nonml,pigar,pigar/_vendor/pip/_internal/distributions/base.py,1072,0
